tmk_or_site,type,acres_total,acres_le15,acres_le30,dist_46kv_km,dist_138kv_km,owner,land_value_per_ac,viability_class,low_improvement_flag,notes,source
184020001,urban_parcel,40.6,29.9,39.8,6.33,13.74,"SHELTER,THE",28743.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184023025,urban_parcel,10.4,10.3,10.4,7.0,14.44,MAK VLY ESTATES LLC,68639.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184029140,urban_parcel,14.3,7.9,14.5,7.16,14.83,MAUNA'OLU EST OWNERS ASSN,7.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184029150,urban_parcel,26.4,21.8,25.9,7.74,15.41,COTTAGES AT MAUNA 'OLU,4770638.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184030004,urban_parcel,213.2,16.3,177.6,6.33,13.74,CITY AND COUNTY OF HONOLULU,16548.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184030008,urban_parcel,13.8,10.8,12.9,9.45,16.7,HRT KILI DRIVE LLC,65851.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185001009,military_note,10.6,10.0,10.7,4.36,11.61,UNITED STATES OF AMERICA,32571.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185001060,urban_parcel,10.5,10.5,10.5,4.21,11.59,CITY AND COUNTY OF HONOLULU,29954.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185001067,urban_parcel,10.6,10.7,10.7,3.87,11.28,CITY AND COUNTY OF HONOLULU,177152.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185002011,urban_parcel,19.5,19.8,19.8,5.44,12.65,STATE OF HAWAII,29980.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185002018,urban_parcel,23.8,23.6,23.6,5.58,12.84,STATE OF HAWAII,30005.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185002044,urban_parcel,14.1,14.2,14.2,5.19,12.37,STATE OF HAWAII,39650.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185002049,urban_parcel,18.9,18.8,18.8,4.85,12.17,STATE OF HAWAII,30043.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185002052,urban_parcel,88.7,69.8,81.0,5.04,12.46,EE WAIANAE SOLAR LLC,34130.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185003011,urban_parcel,11.2,10.9,11.2,4.48,11.93,HAWAII BAPTIST CONVENTION,86866.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185003030,urban_parcel,32.3,32.3,32.3,4.64,12.12,EE WAIANAE SOLAR LLC,56837.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185015001,urban_parcel,14.0,14.1,14.1,5.79,13.07,CITY AND COUNTY OF HONOLULU,30031.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
185028042,urban_parcel,21.9,21.9,21.9,4.98,12.34,STATE OF HAWAII,63161.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
186001005,urban_parcel,10.8,10.8,10.9,3.27,10.4,A&B WAIANAE LLC,1185463.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
186001007,urban_parcel,10.2,8.4,10.1,2.93,9.79,STATE OF HAWAII,52432.0,,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
186001011,urban_parcel,12.1,5.3,10.8,2.79,10.39,ZYJ PROPERTY LLC,30625.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
186001044,urban_parcel,17.8,15.7,16.8,2.99,9.97,CITY AND COUNTY OF HONOLULU,443862.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187006003,urban_parcel,15.5,11.4,15.3,2.54,6.02,STATE OF HAWAII,34064.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187007001,urban_parcel,16.8,16.7,16.7,1.48,4.92,STATE OF HAWAII,29063.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187008026,urban_parcel,14.2,13.7,14.2,0.98,3.56,STATE OF HAWAII,28939.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187008076,urban_parcel,12.3,11.8,12.3,0.48,3.91,SELF-HELP HOUSING CORP OF HI,140679.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187008077,urban_parcel,18.1,17.9,17.9,0.52,4.04,GREEN HOMES LUALUALEI II INC,67675.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187009025,urban_parcel,111.3,59.4,93.3,0.04,4.26,PVT LAND COMPANY LTD,28749.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187010002,urban_parcel,10.6,8.5,10.6,2.03,6.31,WAILANA AT SEA COUNTRY,3519669.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187010003,urban_parcel,16.8,16.5,16.8,1.43,7.77,SPHERE LLC,81698.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187010020,urban_parcel,30.1,26.7,28.3,1.43,6.02,MAILI KAI AGRICULTURAL PARK LLC,29836.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187010028,urban_parcel,39.3,1.7,32.9,1.63,6.02,SEA COUNTRY COMMUNITY ASSN,3.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187016001,urban_parcel,13.1,13.1,13.1,2.41,8.97,CITY AND COUNTY OF HONOLULU,30190.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187021026,urban_parcel,70.2,31.6,59.4,0.53,4.75,PVT LAND COMPANY LTD,29787.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187021035,urban_parcel,24.1,20.9,23.6,1.06,5.24,JGTT LLC,452983.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187042159,urban_parcel,11.6,11.7,11.9,1.14,5.0,HAWAIIAN HOME LANDS,376859.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
187049084,urban_parcel,11.0,11.0,11.0,1.74,6.66,CITY AND COUNTY OF HONOLULU,859422.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189001002,urban_parcel,27.2,27.1,27.3,0.98,2.38,STATE OF HAWAII,28548.0,,False,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189001004,urban_parcel,14.0,14.0,14.0,1.0,2.92,HAWAIIAN HOME LANDS,668968.0,,False,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189002001,urban_parcel,11.9,11.6,11.9,0.66,3.06,HAWAIIAN HOME LANDS,962290.0,,False,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189002065,urban_parcel,15.0,15.0,15.0,0.62,3.2,STATE OF HAWAII,147008.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189007004,urban_parcel,17.5,9.9,13.7,0.0,2.58,HAWAIIAN HOME LANDS,522963.0,,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
189007009,urban_parcel,65.0,61.8,65.0,0.0,3.19,STATE OF HAWAII,36295.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001001,military_note,517.5,515.0,517.3,4.6,4.6,U S NAVAL RESERVATION,1477011.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001002,urban_parcel,56.9,56.9,56.9,4.07,4.07,CITY AND COUNTY OF HONOLULU,1400076.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001003,urban_parcel,12.4,12.4,12.4,5.7,5.7,CITY AND COUNTY OF HONOLULU,1496253.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001007,urban_parcel,10.2,10.2,10.2,4.54,4.54,EWA APTS (KULANA APTS),8675581.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001010,urban_parcel,13.3,13.2,13.2,4.57,4.57,CITY AND COUNTY OF HONOLULU,1387815.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001030,urban_parcel,126.9,126.0,126.9,4.79,4.79,YC EWA INC,81096.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001031,military_note,939.2,930.9,939.0,4.28,4.28,U S NAVAL RESERVATION,1044497.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001032,military_note,65.8,63.9,65.8,5.88,5.88,U S NAVAL RESERVATION,1095098.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001033,military_note,43.9,44.0,44.0,5.75,5.75,U S NAVAL RESERVATION,1573367.0,,False,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191001034,military_note,304.3,304.6,304.6,4.57,4.57,U S NAVAL RESERVATION,1651478.0,,False,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191010001,military_note,633.7,615.7,633.1,3.85,3.85,U S NAVAL RESERVATION,1100511.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191012040,urban_parcel,14.1,14.1,14.1,2.8,2.8,"SPINNAKER PLACE TOWNHOMES, INCR 1",8540061.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191012060,urban_parcel,11.7,11.8,11.8,2.88,2.88,STATE OF HAWAII,2057074.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191012081,urban_parcel,18.4,18.4,18.4,3.02,3.02,CITY AND COUNTY OF HONOLULU,27142.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013003,urban_parcel,14.4,14.5,14.5,0.03,0.03,STATE OF HAWAII - DEPT OF EDUCATION,291186.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013004,urban_parcel,30.9,29.0,29.9,0.03,0.03,HUNT COMMUNITIES HAWAII LLC,1192763.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013007,urban_parcel,48.5,48.4,48.6,0.84,0.84,CITY AND COUNTY OF HONOLULU,918298.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013014,urban_parcel,44.5,44.5,44.5,0.03,0.03,MAKAI KALAELOA OWNER LLC,1375855.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013016,military_note,70.5,70.7,70.7,0.04,0.04,UNITED STATES OF AMERICA,580109.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013019,military_note,18.5,18.2,18.2,0.54,0.54,UNITED STATES OF AMERICA,946805.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013020,military_note,23.0,22.9,22.9,0.41,0.41,CITY AND COUNTY OF HONOLULU,967872.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013022,urban_parcel,26.4,26.4,26.4,0.39,0.39,KVP11 LLC,1374819.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013023,urban_parcel,13.2,13.2,13.2,0.52,0.52,"KALAELOA VENTURES, LLC",1548595.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013024,urban_parcel,19.9,19.9,19.9,0.78,0.78,HAWAIIAN HOME LANDS,1526919.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013026,urban_parcel,49.9,50.0,50.0,0.38,0.38,KVP6AC LLC,221637.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013027,urban_parcel,28.7,28.6,28.6,0.81,0.81,HAWAIIAN HOME LANDS,1443499.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013029,urban_parcel,29.8,29.8,29.8,0.63,0.63,HAWAIIAN HOME LANDS,217852.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013030,military_note,37.8,37.9,37.9,0.85,0.85,UNITED STATES OF AMERICA,950886.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013031,military_note,10.1,10.1,10.1,1.8,1.8,UNITED STATES OF AMERICA,989365.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013032,urban_parcel,746.2,745.2,746.5,0.82,0.82,S OF H DOT AIRPORTS DIV,515379.0,,True,owner suggests airport; Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013033,urban_parcel,45.6,45.3,45.5,1.81,1.81,STATE OF HAWAII,1338399.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013038,urban_parcel,97.5,96.3,97.4,0.85,0.85,HAWAIIAN HOME LANDS,957026.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013039,military_note,145.8,146.0,146.0,1.45,1.45,UNITED STATES OF AMERICA,954767.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013040,urban_parcel,49.1,49.1,49.1,1.97,1.97,HAWAIIAN HOME LANDS,1340262.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013042,military_note,57.8,57.7,57.7,2.13,2.13,UNITED STATES OF AMERICA,1097674.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013043,military_note,166.5,165.4,166.3,0.41,0.41,CITY AND COUNTY OF HONOLULU,683076.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013044,military_note,29.9,24.4,27.9,0.96,0.96,CITY AND COUNTY OF HONOLULU,688778.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013045,military_note,138.2,138.2,138.2,0.4,0.4,UNITED STATES OF AMERICA,1091796.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013060,military_note,76.3,70.2,76.2,0.61,0.61,UNITED STATES OF AMERICA,924662.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013061,urban_parcel,136.6,133.2,135.8,0.62,0.62,HAWAIIAN HOME LANDS,1151463.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013063,military_note,42.9,42.9,42.9,2.01,2.01,UNITED STATES OF AMERICA,1112913.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013067,urban_parcel,65.5,65.6,65.6,1.79,1.79,HAWAII COMM DEV AUTHORITY,955260.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013068,urban_parcel,19.4,19.4,19.4,1.67,1.67,HAWAII COMM DEV AUTHORITY,968956.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013069,urban_parcel,11.4,11.4,11.4,1.88,1.88,HAWAII COMM DEV AUTHORITY,986811.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013070,urban_parcel,44.1,44.0,44.0,2.28,2.28,HAWAII COMM DEV AUTHORITY,33992.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013071,military_note,19.8,19.8,19.8,2.15,2.15,UNITED STATES OF AMERICA,1044140.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013072,military_note,42.6,42.8,42.8,2.44,2.44,CITY AND COUNTY OF HONOLULU,979347.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013073,military_note,125.8,125.9,125.9,2.46,2.46,CITY AND COUNTY OF HONOLULU,943513.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013074,military_note,14.3,14.1,14.1,2.63,2.63,UNITED STATES OF AMERICA,1048148.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013075,urban_parcel,12.8,9.9,12.8,0.0,0.01,KAPOLEI INFRASTRUCTURE LLC,8.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013077,urban_parcel,17.7,17.7,17.7,0.03,0.03,KAIMANA KALAELOA OWNER LLC,1446450.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013081,urban_parcel,22.0,22.0,22.0,0.03,0.03,"KALAELOA VENTURES, LLC",1486482.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013082,urban_parcel,15.9,15.9,15.9,0.03,0.03,MAHANA KALAELOA OWNERS LLC,1396543.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013093,military_note,23.3,17.1,19.9,0.03,0.03,KALAELOA VENTURES 13 LLC,303229.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013094,military_note,11.1,11.1,11.1,0.32,0.32,KALAELOA VENTURES 13 LLC,1338518.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013096,military_note,70.7,70.6,70.6,0.49,0.49,UNITED STATES OF AMERICA,216389.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013099,military_note,61.4,61.5,61.5,0.03,0.03,UNITED STATES OF AMERICA,882576.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013101,military_note,48.7,44.9,47.9,0.03,0.03,UNITED STATES OF AMERICA,986841.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013110,military_note,31.7,31.8,31.8,0.99,0.99,UNITED STATES OF AMERICA,1100780.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013111,military_note,10.9,10.8,10.8,0.77,0.77,UNITED STATES OF AMERICA,988258.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013117,urban_parcel,57.1,56.7,56.7,0.39,0.39,HAWAIIAN HOME LANDS,2105900.0,uncertain,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013118,urban_parcel,43.5,43.8,43.8,0.15,0.25,HAWAIIAN HOME LANDS,130478.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013119,urban_parcel,36.2,36.2,36.2,0.0,0.05,HAWAIIAN HOME LANDS,42485.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013128,urban_parcel,20.5,20.5,20.5,0.03,0.03,"WAKEA GARDEN APARTMENTS, LLC",1512198.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013163,military_note,252.2,252.9,252.9,0.93,0.93,UNITED STATES OF AMERICA,68627.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191013164,military_note,23.1,22.7,22.9,1.24,1.24,UNITED STATES OF AMERICA,29983.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014014,urban_parcel,19.4,19.4,19.4,0.0,0.0,HAWAIIAN ELECTRIC CO INC,1794037.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014024,urban_parcel,204.4,185.3,199.6,0.07,0.13,S OF H DOT HARBORS DIV,1998167.0,,True,owner suggests harbor; Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014035,urban_parcel,12.9,12.1,12.8,0.0,0.0,KSEP LLC,43535.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014039,urban_parcel,11.5,9.9,11.1,0.47,0.47,S OF H DOT HARBORS DIV,757026.0,,True,owner suggests harbor; Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014044,urban_parcel,53.9,50.6,53.7,0.02,0.02,STATE OF HAWAII,881422.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014048,urban_parcel,74.6,68.7,73.5,0.0,0.0,WT LAULIMA HOLDINGS LLC,147121.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014049,urban_parcel,227.5,227.0,227.6,0.0,0.0,IES DOWNSTREAM LLC,723971.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014063,urban_parcel,31.9,31.4,32.0,0.01,0.01,AMAZON US REAL ESTATE LLC,1307772.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191014095,urban_parcel,257.9,229.9,257.7,0.0,0.0,KAPOLEI PROPERTIES LLC,621891.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
