tmk,parcel_acres,slope_0_5,slope_5_10,slope_10_15,slope_15_20,slope_20_25,slope_25_30,slope_gt30
168003039,7.011,6.919,0.099,0.0,0.0,0.0,0.0,0.0
168003040,140.001,133.462,6.153,0.42,0.0,0.0,0.0,0.0
168003041,25.099,3.188,1.779,2.57,1.903,1.359,2.348,11.787
168003042,27.666,25.921,1.705,0.049,0.0,0.0,0.0,0.0
168003043,37.451,36.992,0.519,0.0,0.0,0.0,0.0,0.0
168003044,39.014,22.734,12.528,1.211,1.705,0.544,0.173,0.148
168003045,7.884,7.858,0.0,0.0,0.0,0.0,0.0,0.0
168003046,8.273,8.13,0.099,0.0,0.0,0.0,0.0,0.0
168003047,8.353,8.278,0.124,0.0,0.0,0.0,0.0,0.0
168003048,4.114,4.053,0.0,0.0,0.0,0.0,0.0,0.0
168003049,4.204,4.201,0.0,0.0,0.0,0.0,0.0,0.0
168003050,4.07,3.904,0.198,0.0,0.0,0.0,0.0,0.0
168004001,1.278,1.26,0.0,0.0,0.0,0.0,0.0,0.0
168004002,0.779,0.791,0.0,0.0,0.0,0.0,0.0,0.0
168004003,0.775,0.815,0.0,0.0,0.0,0.0,0.0,0.0
168004004,0.496,0.47,0.0,0.0,0.0,0.0,0.0,0.0
168004005,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0
168004006,0.872,0.865,0.025,0.0,0.0,0.0,0.0,0.0
168004007,0.167,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168004009,1.001,1.063,0.0,0.0,0.0,0.0,0.0,0.0
168004011,0.264,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168004012,0.227,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168004013,0.173,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168004014,0.159,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168004015,0.148,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168004017,0.111,0.099,0.0,0.0,0.0,0.0,0.0,0.0
168004018,0.296,0.297,0.0,0.0,0.0,0.0,0.0,0.0
168004019,0.142,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168004029,0.229,0.222,0.025,0.0,0.0,0.0,0.0,0.0
168004030,0.109,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168004031,0.135,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168004032,0.112,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168004034,0.139,0.099,0.0,0.0,0.0,0.0,0.0,0.0
168004035,0.121,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168006002,0.226,0.222,0.0,0.0,0.0,0.0,0.0,0.0
168006003,0.525,0.519,0.0,0.0,0.0,0.0,0.0,0.0
168006004,0.458,0.445,0.0,0.0,0.0,0.0,0.0,0.0
168006005,0.231,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168006006,0.248,0.297,0.0,0.0,0.0,0.0,0.0,0.0
168006007,0.366,0.395,0.0,0.0,0.0,0.0,0.0,0.0
168006010,333.171,316.493,14.382,1.754,0.544,0.0,0.0,0.0
168006011,1.114,1.038,0.049,0.0,0.0,0.0,0.0,0.0
168006012,0.227,0.222,0.0,0.0,0.0,0.0,0.0,0.0
168006013,0.229,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168006016,0.265,0.272,0.0,0.0,0.0,0.0,0.0,0.0
168006017,2.731,2.52,0.173,0.0,0.0,0.0,0.0,0.0
168006018,0.277,0.321,0.0,0.0,0.0,0.0,0.0,0.0
168006019,0.237,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168006020,0.269,0.272,0.0,0.0,0.0,0.0,0.0,0.0
168006021,0.172,0.124,0.025,0.0,0.0,0.0,0.0,0.0
168006022,0.255,0.049,0.222,0.0,0.0,0.0,0.0,0.0
168006030,0.372,0.346,0.025,0.0,0.0,0.0,0.0,0.0
168006031,0.217,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168006032,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168006033,2.689,2.496,0.222,0.0,0.0,0.0,0.0,0.0
168007002,912.822,470.909,264.996,83.398,39.759,24.266,13.22,16.309
168007003,1.819,1.779,0.049,0.0,0.0,0.0,0.0,0.0
168007004,461.806,10.205,26.638,31.382,35.064,42.922,49.075,266.454
168007005,719.062,0.939,7.586,16.68,30.715,39.833,46.604,576.769
168008001,0.354,0.198,0.198,0.0,0.0,0.0,0.0,0.0
168008003,0.018,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168008005,0.482,0.395,0.049,0.0,0.0,0.0,0.0,0.0
168008007,0.019,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168008009,0.109,0.074,0.049,0.0,0.0,0.0,0.0,0.0
168008010,0.12,0.099,0.0,0.0,0.0,0.0,0.0,0.0
168008011,1.934,0.618,1.038,0.124,0.0,0.0,0.0,0.0
168008012,0.282,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168008016,0.141,0.099,0.0,0.0,0.0,0.0,0.0,0.0
168008018,0.135,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168008021,0.558,0.717,0.0,0.0,0.0,0.0,0.0,0.0
168008022,0.939,0.766,0.074,0.0,0.0,0.0,0.0,0.0
168008023,0.178,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168008024,0.853,0.593,0.222,0.0,0.0,0.0,0.0,0.0
168008025,0.193,0.272,0.0,0.0,0.0,0.0,0.0,0.0
168008027,0.383,0.198,0.173,0.0,0.0,0.0,0.0,0.0
168008028,0.185,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168008029,0.053,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168008033,0.282,0.297,0.0,0.0,0.0,0.0,0.0,0.0
168008035,0.176,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168008037,0.469,0.297,0.148,0.0,0.0,0.0,0.0,0.0
168008038,0.574,0.494,0.099,0.0,0.0,0.0,0.0,0.0
168008039,0.148,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168008040,0.696,1.063,0.074,0.0,0.0,0.0,0.0,0.0
168008044,0.335,0.247,0.099,0.0,0.0,0.0,0.0,0.0
168008045,0.149,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168008046,0.146,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168008047,0.4,0.42,0.0,0.0,0.0,0.0,0.0,0.0
168009001,6.655,6.499,0.0,0.0,0.0,0.0,0.0,0.0
168009002,0.135,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168009003,0.144,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168009018,0.141,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168009019,0.148,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168009020,1.826,1.606,0.222,0.0,0.0,0.0,0.0,0.0
168010001,0.361,0.222,0.099,0.0,0.0,0.0,0.0,0.0
168010002,0.147,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168010004,0.19,0.222,0.0,0.0,0.0,0.0,0.0,0.0
168010006,0.137,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168010007,0.153,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168010016,0.139,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168010017,0.14,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168010018,0.256,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168010019,0.243,0.222,0.0,0.0,0.0,0.0,0.0,0.0
168010020,0.229,0.247,0.0,0.0,0.0,0.0,0.0,0.0
168010021,0.217,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168010022,0.21,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168010023,0.193,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168010024,0.183,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168010025,0.184,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168010026,0.185,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168010027,0.17,0.148,0.0,0.0,0.0,0.0,0.0,0.0
168010028,0.184,0.173,0.0,0.0,0.0,0.0,0.0,0.0
168010029,0.184,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168010030,0.171,0.198,0.0,0.0,0.0,0.0,0.0,0.0
168013001,2.279,2.298,0.0,0.0,0.0,0.0,0.0,0.0
168013002,1.998,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013003,2.007,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013004,1.998,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013005,1.966,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013006,2.029,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013007,1.996,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013008,2.006,1.878,0.124,0.0,0.0,0.0,0.0,0.0
168013009,2.616,2.52,0.124,0.0,0.0,0.0,0.0,0.0
168013010,2.121,2.1,0.0,0.0,0.0,0.0,0.0,0.0
168013011,2.117,2.15,0.0,0.0,0.0,0.0,0.0,0.0
168013012,1.971,1.952,0.0,0.0,0.0,0.0,0.0,0.0
168013013,1.99,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013014,1.998,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013015,1.98,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013016,1.992,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013017,1.989,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013018,1.981,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013019,1.994,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013020,1.991,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013021,2.164,2.175,0.0,0.0,0.0,0.0,0.0,0.0
168013022,2.067,2.076,0.0,0.0,0.0,0.0,0.0,0.0
168013023,2.195,2.125,0.074,0.0,0.0,0.0,0.0,0.0
168013024,2.071,2.1,0.0,0.0,0.0,0.0,0.0,0.0
168013025,1.998,1.927,0.099,0.0,0.0,0.0,0.0,0.0
168013026,1.997,1.927,0.025,0.0,0.0,0.0,0.0,0.0
168013027,1.997,1.977,0.074,0.0,0.0,0.0,0.0,0.0
168013028,1.973,1.507,0.371,0.0,0.0,0.0,0.0,0.0
168013029,1.983,1.804,0.247,0.0,0.0,0.0,0.0,0.0
168013030,2.399,1.977,0.395,0.0,0.0,0.0,0.0,0.0
168013031,1.997,1.656,0.346,0.0,0.0,0.0,0.0,0.0
168013032,1.985,1.927,0.074,0.0,0.0,0.0,0.0,0.0
168013033,2.009,1.903,0.099,0.0,0.0,0.0,0.0,0.0
168013034,2.01,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013035,1.996,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013036,2.04,1.804,0.222,0.0,0.0,0.0,0.0,0.0
168013037,2.174,1.68,0.519,0.0,0.0,0.0,0.0,0.0
168013038,2.127,2.1,0.0,0.0,0.0,0.0,0.0,0.0
168013039,1.974,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013040,2.009,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013041,1.995,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013042,1.996,1.977,0.049,0.0,0.0,0.0,0.0,0.0
168013043,2.186,2.15,0.0,0.0,0.0,0.0,0.0,0.0
168013044,2.027,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013045,2.299,2.323,0.0,0.0,0.0,0.0,0.0,0.0
168013046,2.002,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013047,2.015,2.051,0.0,0.0,0.0,0.0,0.0,0.0
168013048,2.01,1.952,0.0,0.0,0.0,0.0,0.0,0.0
168013049,2.017,2.051,0.0,0.0,0.0,0.0,0.0,0.0
168013050,2.002,2.002,0.0,0.0,0.0,0.0,0.0,0.0
168013051,2.018,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013052,2.033,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013053,2.046,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013054,2.279,2.224,0.049,0.0,0.0,0.0,0.0,0.0
168013055,2.215,2.249,0.0,0.0,0.0,0.0,0.0,0.0
168013056,2.011,1.977,0.0,0.0,0.0,0.0,0.0,0.0
168013057,1.98,2.026,0.0,0.0,0.0,0.0,0.0,0.0
168013058,1.994,1.853,0.124,0.0,0.0,0.0,0.0,0.0
168013059,2.093,2.051,0.025,0.0,0.0,0.0,0.0,0.0
168013060,2.233,2.273,0.049,0.0,0.0,0.0,0.0,0.0
168013061,2.004,1.903,0.049,0.0,0.0,0.0,0.0,0.0
168013062,2.256,2.298,0.0,0.0,0.0,0.0,0.0,0.0
168013063,2.395,2.15,0.247,0.0,0.0,0.0,0.0,0.0
168013064,2.043,2.051,0.025,0.0,0.0,0.0,0.0,0.0
168013065,2.312,2.273,0.0,0.0,0.0,0.0,0.0,0.0
168013066,1.976,1.903,0.025,0.0,0.0,0.0,0.0,0.0
168014001,268.202,243.498,9.588,4.621,2.002,2.026,1.433,4.497
168014002,0.112,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168014003,0.043,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168014005,0.014,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168014006,0.013,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168014007,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168014008,0.075,0.074,0.0,0.0,0.0,0.0,0.0,0.0
168014011,0.08,0.049,0.049,0.0,0.0,0.0,0.0,0.0
168014015,0.018,0.025,0.0,0.0,0.0,0.0,0.0,0.0
168014016,0.247,0.272,0.0,0.0,0.0,0.0,0.0,0.0
168014017,0.226,0.272,0.0,0.0,0.0,0.0,0.0,0.0
168014022,0.409,0.297,0.0,0.0,0.0,0.0,0.0,0.0
168014023,0.383,0.445,0.0,0.0,0.0,0.0,0.0,0.0
168014026,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0
168014028,0.198,0.124,0.0,0.0,0.0,0.0,0.0,0.0
168014029,0.082,0.049,0.0,0.0,0.0,0.0,0.0,0.0
168014030,0.039,0.049,0.0,0.0,0.0,0.0,0.0,0.0
168014031,0.471,0.445,0.0,0.0,0.0,0.0,0.0,0.0
168014033,0.011,0.049,0.0,0.0,0.0,0.0,0.0,0.0
169001002,65.691,23.129,10.378,10.971,8.673,4.893,2.768,4.868
169001003,76.19,5.115,0.988,1.705,1.038,1.606,2.076,63.654
169001004,561.208,0.198,6.87,20.856,29.628,26.934,23.994,452.771
169001005,5.705,2.743,1.977,0.618,0.025,0.0,0.0,0.0
169001016,19.367,13.344,5.931,0.074,0.0,0.0,0.0,0.0
169001030,38.884,0.049,0.148,0.124,0.272,0.692,0.988,36.769
169001036,5.435,4.349,0.791,0.173,0.0,0.0,0.0,0.0
169003001,312.954,1.705,5.955,9.439,12.701,15.79,18.879,248.291
169003002,1707.484,13.69,61.084,127.556,153.873,156.022,140.998,1054.201
169003003,4.203,0.074,0.173,0.371,0.494,0.395,0.568,2.199
169003004,6.405,0.395,0.519,0.791,1.112,0.914,0.593,2.076
169003005,76.552,1.68,5.14,6.968,6.301,6.128,6.919,43.367
171001003,142.365,108.084,14.975,1.829,1.532,1.829,1.557,12.751
171001005,239.747,191.877,25.056,6.82,2.422,1.804,2.644,9.316
171001007,3.151,2.051,1.087,0.0,0.0,0.0,0.0,0.0
171001011,90.085,57.971,19.002,1.384,1.137,1.285,1.359,8.031
171001012,31.846,8.822,3.83,2.298,2.199,2.224,2.323,10.304
171001013,28.953,0.89,1.606,3.336,3.756,2.52,2.323,14.382
171001014,1.238,0.0,0.47,0.346,0.148,0.0,0.148,0.124
171001015,3.711,2.718,0.445,0.148,0.074,0.173,0.025,0.173
171001017,7.783,0.297,0.766,0.766,0.914,0.519,0.618,3.88
171001018,2.094,0.964,0.346,0.074,0.173,0.049,0.247,0.198
171001027,1.014,0.247,0.222,0.222,0.198,0.099,0.025,0.0
171001028,0.616,0.593,0.0,0.0,0.0,0.0,0.0,0.0
171001029,0.494,0.445,0.049,0.0,0.0,0.0,0.0,0.0
171001032,3.627,3.608,0.0,0.0,0.0,0.0,0.0,0.0
171001034,2.751,2.002,0.568,0.074,0.074,0.0,0.0,0.025
171001035,1.71,0.222,0.544,0.494,0.297,0.025,0.099,0.049
171001038,68.749,54.067,11.194,1.359,0.568,0.47,0.297,0.89
171001039,0.205,0.222,0.0,0.0,0.0,0.0,0.0,0.0
171001040,0.167,0.198,0.0,0.0,0.0,0.0,0.0,0.0
171001041,1.766,1.73,0.025,0.0,0.0,0.0,0.0,0.0
171001042,0.026,0.049,0.0,0.0,0.0,0.0,0.0,0.0
171001044,0.039,0.025,0.049,0.0,0.0,0.0,0.0,0.0
171002004,275.168,58.07,29.702,20.658,17.569,15.123,13.047,121.353
171002006,8.089,2.718,0.988,0.84,0.642,0.84,0.939,1.236
171002007,693.271,300.604,134.771,47.494,31.135,25.971,21.819,131.608
171002008,5.25,3.015,0.84,0.395,0.247,0.148,0.124,0.445
171002009,23.203,21.029,1.409,0.173,0.148,0.173,0.049,0.198
171002011,60.495,1.656,3.855,4.646,4.473,4.3,4.596,36.819
171002014,0.357,0.0,0.074,0.099,0.049,0.025,0.025,0.074
171002015,0.217,0.0,0.0,0.025,0.025,0.025,0.025,0.124
171002016,0.203,0.0,0.0,0.099,0.0,0.0,0.0,0.099
171002017,8.113,5.906,0.964,0.371,0.222,0.222,0.222,0.074
171002021,0.082,0.0,0.049,0.049,0.0,0.0,0.0,0.0
171002022,0.771,0.148,0.173,0.272,0.148,0.049,0.0,0.0
171002023,0.283,0.124,0.099,0.074,0.0,0.0,0.0,0.0
171002028,0.129,0.049,0.049,0.025,0.0,0.0,0.0,0.0
171002034,186.441,102.302,46.011,7.833,5.708,5.115,5.856,13.714
171002035,2.64,2.471,0.148,0.0,0.0,0.0,0.0,0.0
171002036,0.092,0.0,0.0,0.0,0.0,0.0,0.025,0.049
171002037,30.447,28.244,1.384,0.395,0.124,0.074,0.025,0.0
171002038,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171002039,0.205,0.0,0.074,0.124,0.0,0.0,0.0,0.0
171002040,0.95,0.049,0.124,0.445,0.272,0.0,0.0,0.0
171002041,120.858,87.426,11.219,5.387,3.954,3.558,3.089,6.598
171002042,0.034,0.025,0.0,0.0,0.0,0.0,0.0,0.0
171002043,0.531,0.025,0.0,0.0,0.025,0.198,0.222,0.049
171002044,22.434,20.436,1.878,0.148,0.0,0.0,0.0,0.0
171002045,0.082,0.074,0.025,0.0,0.0,0.0,0.0,0.0
171002046,58.589,17.273,3.805,2.669,2.817,3.435,3.583,24.958
171002047,24.834,10.65,3.632,1.878,1.804,1.581,1.334,3.978
171002048,11.703,7.191,2.792,0.346,0.247,0.198,0.222,0.766
171003027,0.167,0.148,0.025,0.0,0.0,0.0,0.0,0.0
171005045,0.078,0.049,0.0,0.0,0.0,0.0,0.0,0.0
171005049,0.197,0.222,0.0,0.0,0.0,0.0,0.0,0.0
171005050,0.206,0.099,0.025,0.0,0.049,0.0,0.025,0.0
171005051,0.014,0.0,0.0,0.025,0.0,0.0,0.0,0.0
171005052,0.17,0.074,0.0,0.049,0.0,0.0,0.0,0.074
171005053,0.198,0.099,0.049,0.025,0.0,0.0,0.049,0.0
171005054,0.199,0.198,0.0,0.0,0.025,0.0,0.0,0.0
171005057,0.247,0.198,0.025,0.025,0.0,0.0,0.025,0.025
171005058,0.219,0.099,0.049,0.0,0.0,0.0,0.0,0.025
171005059,0.035,0.074,0.0,0.0,0.0,0.0,0.0,0.0
171005060,0.202,0.173,0.0,0.0,0.0,0.0,0.0,0.0
171005061,0.196,0.222,0.0,0.0,0.0,0.0,0.0,0.0
171005081,0.116,0.074,0.0,0.0,0.0,0.025,0.0,0.0
171005082,0.102,0.0,0.049,0.0,0.0,0.0,0.025,0.025
171005083,0.1,0.049,0.0,0.0,0.025,0.025,0.0,0.0
171005084,0.087,0.025,0.025,0.0,0.0,0.0,0.025,0.0
171005085,0.105,0.049,0.025,0.0,0.025,0.0,0.025,0.0
171005086,0.103,0.049,0.0,0.0,0.025,0.025,0.0,0.0
171005087,0.14,0.049,0.025,0.0,0.0,0.025,0.025,0.0
171009051,0.152,0.148,0.025,0.0,0.0,0.0,0.0,0.0
171009052,0.133,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171009053,0.139,0.124,0.025,0.0,0.0,0.0,0.0,0.0
171009054,0.136,0.124,0.0,0.0,0.0,0.0,0.0,0.0
171009055,0.172,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171009056,0.158,0.198,0.0,0.0,0.0,0.0,0.0,0.0
171009057,0.189,0.198,0.025,0.0,0.0,0.0,0.0,0.0
171009058,0.129,0.074,0.0,0.0,0.0,0.0,0.0,0.0
171009059,0.121,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171009060,0.119,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171009061,0.118,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171009062,0.117,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171009064,2.697,2.693,0.0,0.0,0.0,0.0,0.0,0.0
171010027,0.143,0.074,0.049,0.0,0.0,0.0,0.0,0.0
171010028,0.156,0.074,0.099,0.025,0.0,0.0,0.0,0.0
171010029,0.164,0.074,0.049,0.0,0.0,0.0,0.0,0.0
171010030,0.138,0.099,0.049,0.0,0.0,0.0,0.0,0.0
171010031,0.121,0.025,0.025,0.025,0.0,0.0,0.0,0.0
171010032,0.112,0.099,0.025,0.025,0.0,0.0,0.0,0.0
171010033,0.117,0.049,0.0,0.0,0.025,0.0,0.0,0.0
171010059,0.118,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171010060,0.172,0.148,0.025,0.0,0.0,0.0,0.0,0.0
171010061,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
171010062,0.176,0.124,0.074,0.0,0.0,0.0,0.0,0.0
171010076,0.117,0.124,0.0,0.0,0.0,0.0,0.0,0.0
171010077,0.149,0.148,0.025,0.0,0.0,0.0,0.0,0.0
171010078,0.142,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171010079,0.147,0.124,0.0,0.0,0.0,0.0,0.0,0.0
171010080,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171010096,0.158,0.124,0.025,0.0,0.0,0.0,0.0,0.0
171010097,0.118,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171010098,0.124,0.099,0.049,0.0,0.0,0.0,0.0,0.0
171010100,0.126,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171010101,0.153,0.124,0.025,0.0,0.0,0.0,0.0,0.0
171010102,0.12,0.074,0.025,0.0,0.0,0.0,0.0,0.0
171010103,0.122,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171010104,0.122,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171010105,0.113,0.099,0.0,0.0,0.0,0.0,0.0,0.0
171010106,0.179,0.099,0.074,0.0,0.0,0.0,0.0,0.0
171010107,0.121,0.099,0.025,0.0,0.0,0.0,0.0,0.0
171010108,0.119,0.074,0.0,0.0,0.0,0.0,0.0,0.0
171010109,0.146,0.099,0.049,0.0,0.0,0.0,0.0,0.0
171010110,0.134,0.148,0.0,0.0,0.0,0.0,0.0,0.0
171010126,0.127,0.124,0.0,0.0,0.0,0.0,0.0,0.0
171010127,0.17,0.099,0.049,0.0,0.0,0.0,0.0,0.0
171010128,0.124,0.074,0.049,0.0,0.0,0.0,0.0,0.0
171010129,0.113,0.074,0.049,0.0,0.0,0.0,0.0,0.0
171010130,0.128,0.124,0.0,0.025,0.0,0.0,0.0,0.0
171010131,0.138,0.074,0.025,0.025,0.0,0.0,0.0,0.0
171010132,0.13,0.074,0.074,0.0,0.0,0.0,0.0,0.0
171010133,0.131,0.049,0.025,0.0,0.0,0.0,0.0,0.0
171010134,0.127,0.0,0.124,0.025,0.0,0.0,0.0,0.0
171010135,0.124,0.025,0.025,0.025,0.0,0.0,0.0,0.0
171010136,0.118,0.099,0.0,0.0,0.049,0.0,0.0,0.0
171011001,0.523,0.074,0.099,0.049,0.074,0.0,0.124,0.074
171011002,3.22,1.359,0.568,0.198,0.247,0.099,0.198,0.568
171012001,467.735,363.665,100.671,2.002,1.087,0.173,0.0,0.0
171012002,5.672,0.445,0.568,0.618,0.42,0.593,0.865,2.125
171012003,47.01,12.009,2.52,2.644,2.644,2.446,2.99,21.745
171012004,28.455,1.705,1.087,1.161,1.73,2.175,2.595,17.965
171012005,4.97,5.214,0.0,0.0,0.0,0.0,0.0,0.0
171012006,0.964,0.84,0.0,0.0,0.0,0.0,0.0,0.0
171012007,0.673,0.544,0.049,0.025,0.0,0.0,0.0,0.0
171012008,32.686,27.577,2.224,0.544,0.297,0.395,0.346,1.31
171012009,186.254,162.151,21.992,0.84,0.0,0.0,0.0,0.0
171012010,262.061,195.856,50.83,5.313,2.397,1.581,1.112,3.608
171012011,4.005,5.98,0.692,0.0,0.0,0.0,0.0,0.0
171012012,4.997,4.794,0.198,0.0,0.0,0.0,0.0,0.0
171012013,0.629,0.494,0.124,0.0,0.0,0.0,0.0,0.0
171012014,23.445,6.82,3.361,1.878,1.532,1.433,0.939,7.636
171012015,57.815,46.653,7.117,2.026,0.766,0.445,0.395,0.272
171012016,26.201,26.193,0.198,0.0,0.0,0.0,0.0,0.0
172001001,254.474,7.166,11.787,14.11,15.543,16.531,15.592,173.987
172001003,448.082,16.136,46.901,22.363,22.314,26.341,23.772,289.978
172001006,4368.422,22.907,73.217,100.77,126.74,154.342,187.108,3703.665
173007001,191.222,89.65,23.203,16.433,14.357,12.677,9.909,24.785
174007006,3.999,2.595,1.013,0.074,0.074,0.074,0.049,0.198
174011005,0.301,0.198,0.049,0.049,0.0,0.0,0.0,0.0
175021011,0.515,0.0,0.321,0.049,0.049,0.049,0.025,0.025
175021014,1.542,0.074,1.211,0.049,0.049,0.049,0.049,0.025
175021018,0.219,0.0,0.025,0.025,0.049,0.0,0.025,0.074
175021019,0.065,0.0,0.0,0.0,0.0,0.0,0.025,0.025
175021033,0.123,0.0,0.0,0.0,0.0,0.0,0.025,0.074
175021035,0.141,0.0,0.025,0.025,0.0,0.0,0.025,0.074
175021036,0.161,0.0,0.0,0.0,0.0,0.0,0.025,0.124
175021037,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.148
175021038,0.23,0.0,0.0,0.0,0.025,0.025,0.025,0.148
175021047,0.26,0.099,0.099,0.025,0.025,0.0,0.0,0.0
175021048,0.144,0.0,0.049,0.025,0.025,0.0,0.025,0.0
175022016,0.146,0.0,0.025,0.049,0.025,0.0,0.0,0.025
175022017,0.187,0.0,0.099,0.0,0.049,0.0,0.0,0.049
175022018,0.287,0.0,0.049,0.049,0.0,0.025,0.074,0.099
175022019,0.301,0.025,0.025,0.074,0.049,0.0,0.025,0.099
175022021,0.269,0.0,0.049,0.025,0.049,0.025,0.0,0.099
175022022,0.276,0.0,0.124,0.025,0.025,0.0,0.0,0.074
176001001,4984.618,696.936,475.455,204.455,189.604,203.467,221.06,2994.151
176001002,3.178,3.039,0.124,0.0,0.0,0.0,0.0,0.0
176001003,24.046,19.472,2.941,0.618,0.47,0.297,0.124,0.074
177001001,10052.427,3164.16,1143.653,808.554,643.413,513.609,431.001,3348.377
181001007,1134.886,64.964,39.216,28.837,37.016,44.948,62.888,857.233
181001014,323.848,2.1,10.304,10.601,10.378,7.907,6.845,275.671
183001004,58.099,21.622,20.806,9.489,2.693,0.964,0.815,1.631
183001005,18.315,0.395,4.917,2.372,1.656,1.112,1.384,6.598
183001006,24.947,0.642,10.131,5.362,1.532,1.186,1.063,5.189
183001009,109.244,0.074,5.906,24.29,19.67,13.022,11.046,35.114
